month,ticker,month_end_close,monthly_return
2026-03,IWM,246.7671,-0.04961128232541978
2026-04,IWM,276.5882,0.12084714696570154
2026-05,IWM,288.9862,0.0448247611431003
2026-06,IWM,299.6674,0.03696093446676696
2026-07,IWM,290.4414,-0.03078746637105001
2026-08,IWM,293.1643,0.009375040886044683
2026-09,IWM,281.66,-0.03924181764287127
2021-09,LQD,108.915,
2021-10,LQD,109.4933,0.005309645136115204
2021-11,LQD,109.3635,-0.0011854606628899367
2021-12,LQD,109.3262,-0.0003410644319173928
2022-01,LQD,105.3993,-0.035919111795708614
2022-02,LQD,103.1527,-0.021315132073932208
2022-03,LQD,100.1677,-0.02893768170876765
2022-04,LQD,93.4572,-0.06699265332038173
2022-05,LQD,95.1992,0.01863954837080506
2022-06,LQD,91.7503,-0.03622824561550941
2022-07,LQD,95.8281,0.0444445413257506
2022-08,LQD,91.5837,-0.0442918100223213
2022-09,LQD,86.1071,-0.05979885066884161
2022-10,LQD,85.4654,-0.007452347135137538
2022-11,LQD,91.1469,0.06647719427979037
2022-12,LQD,89.7331,-0.015511224188645034
2023-01,LQD,94.3631,0.05159745957734674
2023-02,LQD,90.429,-0.04169108475664751
2023-03,LQD,93.9092,0.03848544161718026
2023-04,LQD,94.4764,0.006039876817180767
2023-05,LQD,92.8052,-0.017689073673425315
2023-06,LQD,93.557,0.008100839177115127
2023-07,LQD,93.6074,0.0005387090223072377
2023-08,LQD,92.4569,-0.012290694966423543
2023-09,LQD,89.1679,-0.035573332006589076
2023-10,LQD,87.0173,-0.024118544902369532
2023-11,LQD,93.6084,0.07574470823617818
2023-12,LQD,98.172,0.048752035073775346
2024-01,LQD,97.7373,-0.0044279427942793825
2024-02,LQD,95.849,-0.019320157196894172
2024-03,LQD,97.3261,0.01541069807718376
2024-04,LQD,94.1697,-0.03243117724844613
2024-05,LQD,96.2544,0.022137693971627792
2024-06,LQD,96.8284,0.005963363752721884
2024-07,LQD,99.3828,0.026380689962862247
2024-08,LQD,101.2417,0.018704443827302075
2024-09,LQD,103.229,0.01962926343591631
2024-10,LQD,99.947,-0.03179339139195381
2024-11,LQD,101.7369,0.017908491500495227
2024-12,LQD,99.0147,-0.02675725326798828
2025-01,LQD,99.5892,0.005802168768879845
2025-02,LQD,101.9508,0.023713414707618785
2025-03,LQD,101.4793,-0.004624779795744716
2025-04,LQD,101.2047,-0.002705970577250638
2025-05,LQD,101.4136,0.00206413338510969
2025-06,LQD,103.5255,0.02082462312747002
2025-07,LQD,103.4326,-0.0008973634515168083
2025-08,LQD,104.512,0.010435781368736796
2025-09,LQD,106.4739,0.018772007042253458
2025-10,LQD,106.6331,0.0014952021105640867
2025-11,LQD,107.626,0.009311367671013926
2025-12,LQD,106.8323,-0.007374612082582277
2026-01,LQD,107.2007,0.0034483952886907865
2026-02,LQD,108.6779,0.01377976076648757
2026-03,LQD,106.4252,-0.020728225333761396
2026-04,LQD,106.7252,0.0028188812424125853
2026-05,LQD,107.6456,0.008624017570358244
2026-06,LQD,107.7671,0.0011287038206855282
2026-07,LQD,105.3497,-0.02243170689384799
2026-08,LQD,105.766,0.003951601191080734
2026-09,LQD,103.15,-0.024733846415672334
2021-09,QQQ,347.4195,
2021-10,QQQ,374.7405,0.07863980001122561
2021-11,QQQ,382.2235,0.019968484858188473
2021-12,QQQ,386.6281,0.011523624266953858
2022-01,QQQ,352.8096,-0.08747036234562366
2022-02,QQQ,337.018,-0.04475955302803558
2022-03,QQQ,352.7496,0.04667881240764582
2022-04,QQQ,304.7907,-0.13595734764830347
2022-05,QQQ,299.9549,-0.015865969663772517
2022-06,QQQ,273.2353,-0.08907872483496693
2022-07,QQQ,307.531,0.12551709094688723
2022-08,QQQ,291.748,-0.05132165537783184
2022-09,QQQ,261.0107,-0.10535564939605413
2022-10,QQQ,271.4507,0.03999836022048142
2022-11,QQQ,286.5004,0.05544174319683104
2022-12,QQQ,260.6762,-0.09013669788942713
2023-01,QQQ,288.4199,0.10642973927040522
2023-02,QQQ,287.3821,-0.0035982260586041592
2023-03,QQQ,314.6625,0.09492727626390107
2023-04,QQQ,316.2607,0.005079092678663466
2023-05,QQQ,341.1941,0.07883812310540006
2023-06,QQQ,362.7024,0.06303831162379425
2023-07,QQQ,376.7031,0.03860106798300755
2023-08,QQQ,371.1166,-0.014829981489401067
2023-09,QQQ,352.2644,-0.05079858998492648
2023-10,QQQ,344.9884,-0.02065493986903022
2023-11,QQQ,382.312,0.10818798545110497
2023-12,QQQ,403.6717,0.05586981313691419
2024-01,QQQ,411.0154,0.018192258709243125
2024-02,QQQ,432.7307,0.05283330016344889
2024-03,QQQ,438.2479,0.012749730952761107
2024-04,QQQ,419.0799,-0.04373780228039881
2024-05,QQQ,444.8609,0.061518101918035306
2024-06,QQQ,473.644,0.06470134821918494
2024-07,QQQ,465.6957,-0.01678116897923343
2024-08,QQQ,470.8363,0.011038538685240074
2024-09,QQQ,483.1798,0.026216118001097133
2024-10,QQQ,479.0021,-0.008646263771788454
2024-11,QQQ,504.6327,0.05350832491131041
2024-12,QQQ,506.9239,0.004540332007814785
2025-01,QQQ,517.8907,0.021634016466771433
2025-02,QQQ,503.8897,-0.02703466194700932
2025-03,QQQ,465.6637,-0.0758618403988015
2025-04,QQQ,472.1682,0.013968235015956898
2025-05,QQQ,515.5051,0.09178275877113284
2025-06,QQQ,548.4244,0.06385834010177605
2025-07,QQQ,561.7166,0.024237068956085794
2025-08,QQQ,567.0751,0.009539508001009889
2025-09,QQQ,597.5623,0.05376219128648052
2025-10,QQQ,626.1281,0.047803885887714115
2025-11,QQQ,616.354,-0.015610383881509149
2025-12,QQQ,612.2249,-0.0066992345308053425
2026-01,QQQ,619.7592,0.012306425302204937
2026-02,QQQ,605.2288,-0.02344523485895811
2026-03,QQQ,575.9462,-0.048382694280245775
2026-04,QQQ,666.3127,0.15690093970582675
2026-05,QQQ,736.7318,0.10568476332508747
2026-06,QQQ,735.6335,-0.0014907731687433534
2026-07,QQQ,687.2739,-0.06573871363933259
2026-08,QQQ,716.0139,0.041817388962391844
2026-09,QQQ,741.1,0.03503577235022948
2021-09,SPY,401.3757,
2021-10,SPY,429.5376,0.07016344038764677
2021-11,SPY,426.0865,-0.008034453794033336
2021-12,SPY,445.792,0.0462476515918715
2022-01,SPY,422.2804,-0.05274118871581368
2022-02,SPY,409.8159,-0.029517117062501597
2022-03,SPY,425.221,0.03759029359280586
2022-04,SPY,387.8997,-0.08776918355396368
2022-05,SPY,388.7753,0.002257284550619687
2022-06,SPY,356.7168,-0.08246022831182953
2022-07,SPY,389.5659,0.09208733650896184
2022-08,SPY,373.6708,-0.04080208252313666
2022-09,SPY,339.1266,-0.09244554297526053
2022-10,SPY,366.6892,0.08127525236887934
2022-11,SPY,387.074,0.05559149274099151
2022-12,SPY,364.7676,-0.05762825712912778
2023-01,SPY,387.7069,0.06288743846767098
2023-02,SPY,377.9589,-0.025142704450191622
2023-03,SPY,391.9728,0.03707784100334721
2023-04,SPY,398.2345,0.015974832947592388
2023-05,SPY,400.0728,0.004616124419154932
2023-06,SPY,425.9975,0.06479995640793379
2023-07,SPY,439.9418,0.032733290688325534
2023-08,SPY,432.7919,-0.01625192241337381
2023-09,SPY,412.2625,-0.04743480642775433
2023-10,SPY,403.313,-0.021708256268760828
2023-11,SPY,440.1531,0.09134369583921176
2023-12,SPY,460.2484,0.045655250411731796
2024-01,SPY,467.5785,0.01592639974413812
2024-02,SPY,491.98,0.05218695898121917
2024-03,SPY,508.0687,0.032701939103215505
2024-04,SPY,487.5836,-0.04031954733680698
2024-05,SPY,512.2454,0.05057963393354492
2024-06,SPY,530.3174,0.035279965422822634
2024-07,SPY,536.7391,0.012109163304843351
2024-08,SPY,549.2804,0.023365728339895364
2024-09,SPY,560.8178,0.021004572527983933
2024-10,SPY,555.8134,-0.008923397224553153
2024-11,SPY,588.9583,0.05963314306564049
2024-12,SPY,574.788,-0.024059937689985822
2025-01,SPY,590.2247,0.02685633659714526
2025-02,SPY,582.7319,-0.012694826224656452
2025-03,SPY,550.2625,-0.055719276737724366
2025-04,SPY,545.4917,-0.008670043842711417
2025-05,SPY,579.7731,0.06284495254464906
2025-06,SPY,609.5654,0.05138613709397677
2025-07,SPY,623.6046,0.02303149096060908
2025-08,SPY,636.4007,0.020519572819058807
2025-09,SPY,659.0695,0.03562032537047788
2025-10,SPY,674.78,0.023837394994002947
2025-11,SPY,676.0958,0.001949968878745878
2025-12,SPY,676.635,0.0007975201147529809
2026-01,SPY,686.6071,0.014737783295277307
2026-02,SPY,680.6735,-0.008641914713669485
2026-03,SPY,647.0621,-0.049379621801054374
2026-04,SPY,715.0377,0.10505266805148983
2026-05,SPY,752.6671,0.05262575665590785
2026-06,SPY,744.9202,-0.010292598148637033
2026-07,SPY,745.1796,0.00034822521929189776
2026-08,SPY,765.15,0.02679944539544543
2026-09,SPY,767.18,0.0026530745605437556
2021-09,TLT,120.9844,
2021-10,TLT,123.9667,0.02465028549135262
2021-11,TLT,127.4023,0.027713894134473227
2021-12,TLT,124.8368,-0.020136999096562636
2022-01,TLT,119.9508,-0.039139100008971694
2022-02,TLT,117.992,-0.01633002864507782
2022-03,TLT,111.568,-0.05444436910977024
2022-04,TLT,101.054,-0.09423849132367701
2022-05,TLT,98.777,-0.022532507372296062
2022-06,TLT,97.518,-0.012745882138554543
2022-07,TLT,99.8886,0.024309358272318837
2022-08,TLT,95.3406,-0.04553072122344293
2022-09,TLT,87.4892,-0.08235106554815053
2022-10,TLT,82.271,-0.05964393319403993
2022-11,TLT,88.1542,0.0715100096024115
2022-12,TLT,85.8446,-0.026199545795889456
2023-01,TLT,92.4062,0.07643579211738416
2023-02,TLT,87.924,-0.0485054033170933
2023-03,TLT,92.1789,0.048392930257949995
2023-04,TLT,92.4908,0.0033836376871496654
2023-05,TLT,89.702,-0.03015218810952003
2023-06,TLT,89.8967,0.0021705201667743257
2023-07,TLT,87.6095,-0.02544253571043209
2023-08,TLT,84.8568,-0.03142010854987176
2023-09,TLT,78.1097,-0.0795116007202723
2023-10,TLT,73.8424,-0.05463213915813281
2023-11,TLT,81.1704,0.0992383779508792
2023-12,TLT,88.2207,0.08685801720824338
2024-01,TLT,86.24,-0.022451646835719985
2024-02,TLT,84.2977,-0.02252203153988852
2024-03,TLT,84.9577,0.007829395108051473
2024-04,TLT,79.4732,-0.06455565534377694
2024-05,TLT,81.7676,0.02887010967219128
2024-06,TLT,83.2535,0.01817223447918237
2024-07,TLT,86.2755,0.03629877422570815
2024-08,TLT,88.097,0.0211125985940388
2024-09,TLT,89.8584,0.0199938703928626
2024-10,TLT,84.9568,-0.05454804447886896
2024-11,TLT,86.645,0.019871275754265616
2024-12,TLT,81.1162,-0.06380979860349689
2025-01,TLT,81.5156,0.004923800671136069
2025-02,TLT,86.1596,0.05697069027278201
2025-03,TLT,85.1217,-0.012046249054080915
2025-04,TLT,83.9636,-0.013605226399378778
2025-05,TLT,81.2679,-0.03210557908426992
2025-06,TLT,83.4329,0.026640284786490165
2025-07,TLT,82.482,-0.011397182646174397
2025-08,TLT,82.4925,0.00012730050192777398
2025-09,TLT,85.4548,0.035909931205867274
2025-10,TLT,86.635,0.01381080992524697
2025-11,TLT,86.8709,0.002722917989265383
2025-12,TLT,84.5614,-0.02658542734103131
2026-01,TLT,84.5323,-0.00034412864498456486
2026-02,TLT,88.4493,0.04633731721483958
2026-03,TLT,84.7078,-0.04230106965233171
2026-04,TLT,83.9966,-0.008395921036787657
2026-05,TLT,84.4446,0.005333549215087219
2026-06,TLT,85.4292,0.011659715363682155
2026-07,TLT,81.6073,-0.04473763069301828
2026-08,TLT,82.205,0.007324099682258778
2026-09,TLT,79.42,-0.033878717839547434
2021-09,VNQ,84.5069,
2021-10,VNQ,90.5348,0.07133027007262127
2021-11,VNQ,88.6251,-0.02109354634902827
2021-12,VNQ,97.2267,0.09705602588882822
2022-01,VNQ,89.0386,-0.08421657836787622
2022-02,VNQ,85.9377,-0.034826468520394505
2022-03,VNQ,91.3207,0.06263839967790608
2022-04,VNQ,87.5877,-0.04087791705495036
2022-05,VNQ,83.4838,-0.046854752436700564
2022-06,VNQ,77.2652,-0.07448870319750667
2022-07,VNQ,83.9224,0.08616039303593337
2022-08,VNQ,78.8765,-0.06012578286607628
2022-09,VNQ,68.7241,-0.12871260768416437
2022-10,VNQ,71.1329,0.0350502953112517
2022-11,VNQ,75.5048,0.06146101171188012
2022-12,VNQ,71.7036,-0.05034381920089859
2023-01,VNQ,79.1626,0.10402546036740135
2023-02,VNQ,74.5203,-0.058642591324691073
2023-03,VNQ,72.914,-0.021555200395060203
2023-04,VNQ,73.1423,0.003131085936857181
2023-05,VNQ,70.2447,-0.039615926761942255
2023-06,VNQ,74.1991,0.0562946385990688
2023-07,VNQ,75.7087,0.020345260252482733
2023-08,VNQ,73.1513,-0.033779473164906926
2023-09,VNQ,67.8378,-0.07263712333205297
2023-10,VNQ,65.381,-0.036215797092476465
2023-11,VNQ,73.2802,0.12081797464095057
2023-12,VNQ,80.2018,0.0944538906826129
2024-01,VNQ,76.1445,-0.050588640155208586
2024-02,VNQ,77.6512,0.01978737794587926
2024-03,VNQ,79.1662,0.01951032308579914
2024-04,VNQ,72.8772,-0.0794404682806551
2024-05,VNQ,76.2002,0.04559725126651393
2024-06,VNQ,77.6294,0.01875585628384191
2024-07,VNQ,83.7927,0.07939388942848957
2024-08,VNQ,88.1672,0.05220621844146334
2024-09,VNQ,91.05,0.032696966672413286
2024-10,VNQ,87.9938,-0.0335661724327293
2024-11,VNQ,91.7416,0.04259163713807124
2024-12,VNQ,84.0609,-0.08372101642003194
2025-01,VNQ,85.448,0.01650113191745506
2025-02,VNQ,88.6093,0.03699676996535928
2025-03,VNQ,86.3163,-0.02587764489731903
2025-04,VNQ,84.2094,-0.024409062946395887
2025-05,VNQ,85.1532,0.011207774903989387
2025-06,VNQ,85.7394,0.00688406307690137
2025-07,VNQ,85.8165,0.00089923652369861
2025-08,VNQ,88.8009,0.03477652898918038
2025-09,VNQ,88.8521,0.0005765707329541403
2025-10,VNQ,86.675,-0.02450251597880071
2025-11,VNQ,88.7743,0.024220363426593616
2025-12,VNQ,86.7891,-0.022362327835871332
2026-01,VNQ,89.0547,0.026104660608302188
2026-02,VNQ,93.8507,0.05385454108542276
2026-03,VNQ,87.925,-0.06313964626795543
2026-04,VNQ,95.4884,0.0860210406596531
2026-05,VNQ,94.8639,-0.006540061410600595
2026-06,VNQ,96.43,0.01650891434992663
2026-07,VNQ,98.95,0.02613294617857509
2026-08,VNQ,96.44,-0.02536634663971704
2026-09,VNQ,91.17,-0.05464537536291991
