date,ticker,ann_volatility_21d
2022-08-12,EFA,0.1838144865
2022-08-15,EFA,0.1828279956
2022-08-16,EFA,0.1833635526
2022-08-17,EFA,0.1657890694
2022-08-18,EFA,0.1640433123
2022-08-19,EFA,0.1697819848
2022-08-22,EFA,0.1805275302
2022-08-23,EFA,0.1784546261
2022-08-24,EFA,0.1712795894
2022-08-25,EFA,0.1545965203
2022-08-26,EFA,0.1778782122
2022-08-29,EFA,0.1688291013
2022-08-30,EFA,0.1691006989
2022-08-31,EFA,0.1628992852
2022-09-01,EFA,0.1645067469
2022-09-02,EFA,0.1620847785
2022-09-06,EFA,0.1616829596
2022-09-07,EFA,0.1661171976
2022-09-08,EFA,0.1664374814
2022-09-09,EFA,0.1722871321
2022-09-12,EFA,0.181663817
2022-09-13,EFA,0.2101107514
2022-09-14,EFA,0.2115158234
2022-09-15,EFA,0.2118574937
2022-09-16,EFA,0.2115179807
2022-09-19,EFA,0.2130953713
2022-09-20,EFA,0.2153312484
2022-09-21,EFA,0.2127236752
2022-09-22,EFA,0.2122238426
2022-09-23,EFA,0.2323915711
2022-09-26,EFA,0.2266086516
2022-09-27,EFA,0.2150928172
2022-09-28,EFA,0.2385182488
2022-09-29,EFA,0.2397155157
2022-09-30,EFA,0.2396151456
2022-10-03,EFA,0.2513623872
2022-10-04,EFA,0.291542502
2022-10-05,EFA,0.2935252257
2022-10-06,EFA,0.2965291204
2022-10-07,EFA,0.2999774649
2022-10-10,EFA,0.2814307547
2022-10-11,EFA,0.2738975153
2022-10-12,EFA,0.2528418073
2022-10-13,EFA,0.2661828892
2022-10-14,EFA,0.2685803618
2022-10-17,EFA,0.2857406956
2022-10-18,EFA,0.2869510204
2022-10-19,EFA,0.2843229681
2022-10-20,EFA,0.2814020897
2022-10-21,EFA,0.289238434
2022-10-24,EFA,0.2655554884
2022-10-25,EFA,0.2683322581
2022-10-26,EFA,0.266818905
2022-10-27,EFA,0.2596200119
2022-10-28,EFA,0.255873731
2022-10-31,EFA,0.2585556822
2022-11-01,EFA,0.2519203881
2022-11-02,EFA,0.2173531433
2022-11-03,EFA,0.2162113838
2022-11-04,EFA,0.2478305666
2022-11-07,EFA,0.2385638361
2022-11-08,EFA,0.2376707643
2022-11-09,EFA,0.240287815
2022-11-10,EFA,0.2983870293
2022-11-11,EFA,0.2979927411
2022-11-14,EFA,0.2942885872
2022-11-15,EFA,0.287298163
2022-11-16,EFA,0.2887861522
2022-11-17,EFA,0.2822910851
2022-11-18,EFA,0.2810277806
2022-11-21,EFA,0.2817991186
2022-11-22,EFA,0.2826414898
2022-11-23,EFA,0.2772570717
2022-11-25,EFA,0.2768803059
2022-11-28,EFA,0.2795046003
2022-11-29,EFA,0.2790291764
2022-11-30,EFA,0.2775429902
2022-12-01,EFA,0.2777594289
2022-12-02,EFA,0.2687712888
2022-12-05,EFA,0.2725628638
2022-12-06,EFA,0.2459841946
2022-12-07,EFA,0.2464341804
2022-12-08,EFA,0.2451402539
2022-12-09,EFA,0.2367467448
2022-12-12,EFA,0.1452030117
2022-12-13,EFA,0.137481536
2022-12-14,EFA,0.1303639787
2022-12-15,EFA,0.1610791361
2022-12-16,EFA,0.1642002603
2022-12-19,EFA,0.1644920864
2022-12-20,EFA,0.1648759538
2022-12-21,EFA,0.1655460724
2022-12-22,EFA,0.1620791904
2022-12-23,EFA,0.1578917851
2022-12-27,EFA,0.1568931826
2022-12-28,EFA,0.1547352405
2022-12-29,EFA,0.1640377435
2022-12-30,EFA,0.1554197286
2023-01-03,EFA,0.1547240296
2023-01-04,EFA,0.1623129988
2023-01-05,EFA,0.1594835383
2023-01-06,EFA,0.1814530368
2023-01-09,EFA,0.1816426102
2023-01-10,EFA,0.1812657408
2023-01-11,EFA,0.1824450029
2023-01-12,EFA,0.187867376
2023-01-13,EFA,0.1832921125
2023-01-17,EFA,0.1830356639
2023-01-18,EFA,0.1547912143
2023-01-19,EFA,0.1496841955
2023-01-20,EFA,0.1490937536
2023-01-23,EFA,0.1490934245
2023-01-24,EFA,0.1483446646
2023-01-25,EFA,0.1423961652
2023-01-26,EFA,0.1428651144
2023-01-27,EFA,0.1441538073
2023-01-30,EFA,0.1394902951
2023-01-31,EFA,0.1331256224
2023-02-01,EFA,0.124163572
2023-02-02,EFA,0.1247842663
2023-02-03,EFA,0.1282622817
2023-02-06,EFA,0.1285673901
2023-02-07,EFA,0.1014958908
2023-02-08,EFA,0.1051716067
2023-02-09,EFA,0.1050774879
2023-02-10,EFA,0.1047070088
2023-02-13,EFA,0.0980097689
2023-02-14,EFA,0.0967634299
2023-02-15,EFA,0.0979150583
2023-02-16,EFA,0.0987128803
2023-02-17,EFA,0.098788976
2023-02-21,EFA,0.1014287722
2023-02-22,EFA,0.1014352
2023-02-23,EFA,0.1036054547
2023-02-24,EFA,0.1139142107
2023-02-27,EFA,0.1231333724
2023-02-28,EFA,0.1249065896
2023-03-01,EFA,0.1256925844
2023-03-02,EFA,0.123831745
2023-03-03,EFA,0.1309609446
2023-03-06,EFA,0.1310823417
2023-03-07,EFA,0.1393017874
2023-03-08,EFA,0.1371492896
2023-03-09,EFA,0.1349985927
2023-03-10,EFA,0.1379269002
2023-03-13,EFA,0.1385869242
2023-03-14,EFA,0.147855605
2023-03-15,EFA,0.1749258778
2023-03-16,EFA,0.1857880883
2023-03-17,EFA,0.1886321241
2023-03-20,EFA,0.1987314877
2023-03-21,EFA,0.2067148998
2023-03-22,EFA,0.2038118438
2023-03-23,EFA,0.2030763271
2023-03-24,EFA,0.2021919723
2023-03-27,EFA,0.196653638
2023-03-28,EFA,0.1921598673
2023-03-29,EFA,0.194820805
2023-03-30,EFA,0.1979035135
2023-03-31,EFA,0.1983717722
2023-04-03,EFA,0.1940073904
2023-04-04,EFA,0.1936346798
2023-04-05,EFA,0.1851645623
2023-04-06,EFA,0.1849862775
2023-04-10,EFA,0.1824565115
2023-04-11,EFA,0.1768122658
2023-04-12,EFA,0.1739941124
2023-04-13,EFA,0.1736033269
2023-04-14,EFA,0.1256100232
2023-04-17,EFA,0.1203079377
2023-04-18,EFA,0.10657602
2023-04-19,EFA,0.1011358713
2023-04-20,EFA,0.0922948299
2023-04-21,EFA,0.0898163641
2023-04-24,EFA,0.0892015794
2023-04-25,EFA,0.1053840892
2023-04-26,EFA,0.1030266299
2023-04-27,EFA,0.1087332323
2023-04-28,EFA,0.103770856
2023-05-01,EFA,0.0985250047
2023-05-02,EFA,0.1054580704
2023-05-03,EFA,0.102489978
2023-05-04,EFA,0.102893448
2023-05-05,EFA,0.1102565849
2023-05-08,EFA,0.1096923567
2023-05-09,EFA,0.111075762
2023-05-10,EFA,0.1112978882
2023-05-11,EFA,0.1100053942
2023-05-12,EFA,0.1005821289
2023-05-15,EFA,0.1031033002
2023-05-16,EFA,0.1084239071
2023-05-17,EFA,0.1079370962
2023-05-18,EFA,0.1075025571
2023-05-19,EFA,0.1094091773
2023-05-22,EFA,0.1080284673
2023-05-23,EFA,0.1189064708
2023-05-24,EFA,0.1198288121
2023-05-25,EFA,0.1198457861
2023-05-26,EFA,0.1163594719
2023-05-30,EFA,0.1205646011
2023-05-31,EFA,0.1244812888
2023-06-01,EFA,0.1333640144
2023-06-02,EFA,0.1411597747
2023-06-05,EFA,0.1423731483
2023-06-06,EFA,0.1354198063
2023-06-07,EFA,0.1382575523
2023-06-08,EFA,0.1434814526
2023-06-09,EFA,0.1434342585
2023-06-12,EFA,0.1441149971
2023-06-13,EFA,0.1476293079
2023-06-14,EFA,0.1458429802
2023-06-15,EFA,0.1454203914
2023-06-16,EFA,0.1453378452
2023-06-20,EFA,0.1532647602
2023-06-21,EFA,0.1520356648
2023-06-22,EFA,0.1536294153
2023-06-23,EFA,0.154704406
2023-06-26,EFA,0.1455601337
2023-06-27,EFA,0.1480317807
2023-06-28,EFA,0.1445800313
2023-06-29,EFA,0.1394795361
2023-06-30,EFA,0.1382077129
2023-07-03,EFA,0.1305208442
2023-07-05,EFA,0.1302758746
2023-07-06,EFA,0.1425133245
2023-07-07,EFA,0.1419447222
2023-07-10,EFA,0.1389353059
2023-07-11,EFA,0.13754723
2023-07-12,EFA,0.1522048325
2023-07-13,EFA,0.1604800934
2023-07-14,EFA,0.1597436321
2023-07-17,EFA,0.1595708975
2023-07-18,EFA,0.1569929213
2023-07-19,EFA,0.1567437155
2023-07-20,EFA,0.1501381772
2023-07-21,EFA,0.1501726621
2023-07-24,EFA,0.1484556658
2023-07-25,EFA,0.1354908973
2023-07-26,EFA,0.1354905147
2023-07-27,EFA,0.1339940521
2023-07-28,EFA,0.1353748223
2023-07-31,EFA,0.1350007285
2023-08-01,EFA,0.1381971753
2023-08-02,EFA,0.1535776493
2023-08-03,EFA,0.1486294083
2023-08-04,EFA,0.1342718791
2023-08-07,EFA,0.1348535008
2023-08-08,EFA,0.1370521672
2023-08-09,EFA,0.1338322199
2023-08-10,EFA,0.116488405
2023-08-11,EFA,0.1021609901
2023-08-14,EFA,0.1016036985
2023-08-15,EFA,0.1085985352
2023-08-16,EFA,0.1062455025
2023-08-17,EFA,0.1071113953
2023-08-18,EFA,0.1072207924
2023-08-21,EFA,0.1083007427
2023-08-22,EFA,0.1083264876
2023-08-23,EFA,0.1173366279
2023-08-24,EFA,0.1226248579
2023-08-25,EFA,0.1270330464
2023-08-28,EFA,0.1307091408
2023-08-29,EFA,0.1400623314
2023-08-30,EFA,0.1344243532
2023-08-31,EFA,0.1190054181
2023-09-01,EFA,0.1186942091
2023-09-05,EFA,0.1215634196
2023-09-06,EFA,0.1168135251
2023-09-07,EFA,0.1157905526
2023-09-08,EFA,0.1157433854
2023-09-11,EFA,0.1212049284
2023-09-12,EFA,0.1199466197
2023-09-13,EFA,0.1195317834
2023-09-14,EFA,0.1210160963
2023-09-15,EFA,0.1173786515
2023-09-18,EFA,0.1149861987
2023-09-19,EFA,0.1149404151
2023-09-20,EFA,0.1150236309
2023-09-21,EFA,0.1295186364
2023-09-22,EFA,0.1233840758
2023-09-25,EFA,0.1147804484
2023-09-26,EFA,0.1201348578
2023-09-27,EFA,0.1125346707
2023-09-28,EFA,0.1066942983
2023-09-29,EFA,0.1066522897
2023-10-02,EFA,0.1153083683
2023-10-03,EFA,0.1201807949
2023-10-04,EFA,0.1194363785
2023-10-05,EFA,0.1256989129
2023-10-06,EFA,0.1334449528
2023-10-09,EFA,0.1334454251
2023-10-10,EFA,0.1376069106
2023-10-11,EFA,0.1383693656
2023-10-12,EFA,0.1406467258
2023-10-13,EFA,0.1334298891
2023-10-16,EFA,0.1373279707
2023-10-17,EFA,0.1373534733
2023-10-18,EFA,0.1476939192
2023-10-19,EFA,0.1494302855
2023-10-20,EFA,0.1425689921
2023-10-23,EFA,0.1425394467
2023-10-24,EFA,0.1448870744
2023-10-25,EFA,0.1405998938
2023-10-26,EFA,0.1419944382
2023-10-27,EFA,0.1373686849
2023-10-30,EFA,0.1468548856
2023-10-31,EFA,0.1397427945
2023-11-01,EFA,0.1369244458
2023-11-02,EFA,0.1535527483
2023-11-03,EFA,0.1547898315
2023-11-06,EFA,0.1520829319
2023-11-07,EFA,0.1536906467
2023-11-08,EFA,0.1458371917
2023-11-09,EFA,0.1449125235
2023-11-10,EFA,0.1430430551
2023-11-13,EFA,0.1391502657
2023-11-14,EFA,0.1625660112
2023-11-15,EFA,0.1628838086
2023-11-16,EFA,0.1482239269
2023-11-17,EFA,0.1475074819
2023-11-20,EFA,0.140691131
2023-11-21,EFA,0.1428783057
2023-11-22,EFA,0.1427375547
2023-11-24,EFA,0.137961882
2023-11-27,EFA,0.134614617
2023-11-28,EFA,0.1328027045
2023-11-29,EFA,0.1295701647
2023-11-30,EFA,0.1306504559
2023-12-01,EFA,0.1312870678
2023-12-04,EFA,0.1224882068
2023-12-05,EFA,0.1205272585
2023-12-06,EFA,0.1179567738
2023-12-07,EFA,0.1143024535
2023-12-08,EFA,0.1133535329
2023-12-11,EFA,0.112817654
2023-12-12,EFA,0.1127752323
2023-12-13,EFA,0.1197335946
2023-12-14,EFA,0.0905794809
2023-12-15,EFA,0.0993451517
2023-12-18,EFA,0.0987620087
2023-12-19,EFA,0.0929283326
2023-12-20,EFA,0.1018745994
2023-12-21,EFA,0.111777093
2023-12-22,EFA,0.111900434
2023-12-26,EFA,0.1105773974
2023-12-27,EFA,0.1090606666
2023-12-28,EFA,0.1103293906
2023-12-29,EFA,0.1104361247
2024-01-02,EFA,0.119713908
2024-01-03,EFA,0.1198267212
2024-01-04,EFA,0.1153901247
2024-01-05,EFA,0.113915244
2024-01-08,EFA,0.1179364135
2024-01-09,EFA,0.1235291297
2024-01-10,EFA,0.1246295164
2024-01-11,EFA,0.1247470991
2024-01-12,EFA,0.1250710823
2024-01-16,EFA,0.131311602
2024-01-17,EFA,0.1326324809
2024-01-18,EFA,0.1322298235
2024-01-19,EFA,0.1322065483
2024-01-22,EFA,0.1292916067
2024-01-23,EFA,0.1245148925
2024-01-24,EFA,0.1138008732
2024-01-25,EFA,0.1141964906
2024-01-26,EFA,0.1141309174
2024-01-29,EFA,0.1144594286
2024-01-30,EFA,0.1141589476
2024-01-31,EFA,0.1154611609
2024-02-01,EFA,0.1132589795
2024-02-02,EFA,0.1136427059
2024-02-05,EFA,0.1154213275
2024-02-06,EFA,0.117116584
2024-02-07,EFA,0.1113993356
2024-02-08,EFA,0.1066838191
2024-02-09,EFA,0.1050680243
2024-02-12,EFA,0.1051560334
2024-02-13,EFA,0.1175246205
2024-02-14,EFA,0.1082028154
2024-02-15,EFA,0.1071679202
2024-02-16,EFA,0.1040533741
2024-02-20,EFA,0.1044081725
2024-02-21,EFA,0.1042875017
2024-02-22,EFA,0.1083098616
2024-02-23,EFA,0.1065061345
2024-02-26,EFA,0.1070244992
2024-02-27,EFA,0.1066288774
2024-02-28,EFA,0.1083337345
2024-02-29,EFA,0.1081264927
2024-03-01,EFA,0.1094924134
2024-03-04,EFA,0.1065033366
2024-03-05,EFA,0.1018380595
2024-03-06,EFA,0.1044960422
2024-03-07,EFA,0.1088296221
2024-03-08,EFA,0.1102495657
2024-03-11,EFA,0.1129921137
2024-03-12,EFA,0.1146304884
2024-03-13,EFA,0.1149128061
2024-03-14,EFA,0.1017317235
2024-03-15,EFA,0.0974214217
2024-03-18,EFA,0.0921236779
2024-03-19,EFA,0.0921199181
2024-03-20,EFA,0.0968187957
2024-03-21,EFA,0.0971465442
2024-03-22,EFA,0.0921520633
2024-03-25,EFA,0.0929810136
2024-03-26,EFA,0.0924676261
2024-03-27,EFA,0.0937696029
2024-03-28,EFA,0.0910211206
2024-04-01,EFA,0.0932620785
2024-04-02,EFA,0.0924993798
2024-04-03,EFA,0.0932849603
2024-04-04,EFA,0.0986199259
2024-04-05,EFA,0.0904705527
2024-04-08,EFA,0.0821117512
2024-04-09,EFA,0.0812896539
2024-04-10,EFA,0.0915823324
2024-04-11,EFA,0.0872762456
2024-04-12,EFA,0.102628418
2024-04-15,EFA,0.1005233032
2024-04-16,EFA,0.1047860706
2024-04-17,EFA,0.1049799284
2024-04-18,EFA,0.104339792
2024-04-19,EFA,0.0945774674
2024-04-22,EFA,0.1061550521
2024-04-23,EFA,0.1147188737
2024-04-24,EFA,0.1146965661
2024-04-25,EFA,0.11505393
2024-04-26,EFA,0.1168425187
2024-04-29,EFA,0.1180726519
2024-04-30,EFA,0.1244522302
2024-05-01,EFA,0.1227740445
2024-05-02,EFA,0.1309870287
2024-05-03,EFA,0.1327543071
2024-05-06,EFA,0.1344027327
2024-05-07,EFA,0.1336440486
2024-05-08,EFA,0.1337220046
2024-05-09,EFA,0.1267421476
2024-05-10,EFA,0.1266510893
2024-05-13,EFA,0.1101207688
2024-05-14,EFA,0.1102380316
2024-05-15,EFA,0.1042048972
2024-05-16,EFA,0.1082065327
2024-05-17,EFA,0.106104029
2024-05-20,EFA,0.1059895062
2024-05-21,EFA,0.1028299542
2024-05-22,EFA,0.1066120195
2024-05-23,EFA,0.1085354335
2024-05-24,EFA,0.1082944546
2024-05-28,EFA,0.1065558278
2024-05-29,EFA,0.1224741676
2024-05-30,EFA,0.1145374542
2024-05-31,EFA,0.1164438595
2024-06-03,EFA,0.1093930106
2024-06-04,EFA,0.1058921159
2024-06-05,EFA,0.1060010657
2024-06-06,EFA,0.1061452289
2024-06-07,EFA,0.1141775182
2024-06-10,EFA,0.1117042647
2024-06-11,EFA,0.1190148368
2024-06-12,EFA,0.1258290245
2024-06-13,EFA,0.1331185159
2024-06-14,EFA,0.1315076069
2024-06-17,EFA,0.1320355055
2024-06-18,EFA,0.1322737962
2024-06-20,EFA,0.1322577493
2024-06-21,EFA,0.1338600128
2024-06-24,EFA,0.1340969992
2024-06-25,EFA,0.133369066
2024-06-26,EFA,0.1320220018
2024-06-27,EFA,0.1321339497
2024-06-28,EFA,0.1204278943
2024-07-01,EFA,0.1167382776
2024-07-02,EFA,0.1116204496
2024-07-03,EFA,0.1187637058
2024-07-05,EFA,0.1210629083
2024-07-08,EFA,0.1196035551
2024-07-09,EFA,0.1193528972
2024-07-10,EFA,0.1241004158
2024-07-11,EFA,0.1243121576
2024-07-12,EFA,0.1210462278
2024-07-15,EFA,0.120276168
2024-07-16,EFA,0.1080145433
2024-07-17,EFA,0.1011769952
2024-07-18,EFA,0.108588355
2024-07-19,EFA,0.1108965007
2024-07-22,EFA,0.1160629823
2024-07-23,EFA,0.1149137354
2024-07-24,EFA,0.1216404198
2024-07-25,EFA,0.1234261912
2024-07-26,EFA,0.1282584272
2024-07-29,EFA,0.1295089145
2024-07-30,EFA,0.129635848
2024-07-31,EFA,0.137874942
2024-08-01,EFA,0.1677447248
2024-08-02,EFA,0.1703484819
2024-08-05,EFA,0.1813655213
2024-08-06,EFA,0.1818611653
2024-08-07,EFA,0.1835015541
2024-08-08,EFA,0.1866468545
2024-08-09,EFA,0.1870195026
2024-08-12,EFA,0.1814110845
2024-08-13,EFA,0.1920606157
2024-08-14,EFA,0.191647536
2024-08-15,EFA,0.1965514597
2024-08-16,EFA,0.1944813744
2024-08-19,EFA,0.1972468097
2024-08-20,EFA,0.1946692418
2024-08-21,EFA,0.1956229992
2024-08-22,EFA,0.190944061
2024-08-23,EFA,0.197181544
2024-08-26,EFA,0.1951121679
2024-08-27,EFA,0.1939576269
2024-08-28,EFA,0.1949932486
2024-08-29,EFA,0.1901212823
2024-08-30,EFA,0.1605457143
2024-09-03,EFA,0.1606390615
2024-09-04,EFA,0.1364420796
2024-09-05,EFA,0.1368055743
2024-09-06,EFA,0.1571708488
2024-09-09,EFA,0.1510904816
2024-09-10,EFA,0.1529230315
2024-09-11,EFA,0.1532781992
2024-09-12,EFA,0.1450243794
2024-09-13,EFA,0.1448604091
2024-09-16,EFA,0.1417712013
2024-09-17,EFA,0.142922376
2024-09-18,EFA,0.1373718917
2024-09-19,EFA,0.1525943773
2024-09-20,EFA,0.1542747316
2024-09-23,EFA,0.1530222735
2024-09-24,EFA,0.1406316653
2024-09-25,EFA,0.141064675
2024-09-26,EFA,0.1597116844
2024-09-27,EFA,0.1608436016
2024-09-30,EFA,0.1611354993
2024-10-01,EFA,0.1633698804
2024-10-02,EFA,0.1531857115
2024-10-03,EFA,0.1561542071
2024-10-04,EFA,0.157246202
2024-10-07,EFA,0.1424824387
2024-10-08,EFA,0.1392526753
2024-10-09,EFA,0.1376808533
2024-10-10,EFA,0.1367063361
2024-10-11,EFA,0.1350111295
2024-10-14,EFA,0.1351207196
2024-10-15,EFA,0.1446493334
2024-10-16,EFA,0.1438306154
2024-10-17,EFA,0.1434128196
2024-10-18,EFA,0.1269577156
2024-10-21,EFA,0.1289313246
2024-10-22,EFA,0.1289404725
2024-10-23,EFA,0.1297377568
2024-10-24,EFA,0.1316399679
2024-10-25,EFA,0.1003481419
2024-10-28,EFA,0.105955133
2024-10-29,EFA,0.1059825203
2024-10-30,EFA,0.1054255986
2024-10-31,EFA,0.1064455185
2024-11-01,EFA,0.1040024806
2024-11-04,EFA,0.1008786373
2024-11-05,EFA,0.1076750762
2024-11-06,EFA,0.1172609527
2024-11-07,EFA,0.1309600652
2024-11-08,EFA,0.1383377081
2024-11-11,EFA,0.1363790597
2024-11-12,EFA,0.1469076979
2024-11-13,EFA,0.1387238075
2024-11-14,EFA,0.1385051897
2024-11-15,EFA,0.1382723113
2024-11-18,EFA,0.1372325394
2024-11-19,EFA,0.1330700988
2024-11-20,EFA,0.1324540297
2024-11-21,EFA,0.1292672534
2024-11-22,EFA,0.1281883167
2024-11-25,EFA,0.1300376877
2024-11-26,EFA,0.1265529124
2024-11-27,EFA,0.1287572751
2024-11-29,EFA,0.1368695903
2024-12-02,EFA,0.1356427368
