date,ticker,ann_volatility_21d
2022-05-27,EFA,0.1624358801
2022-05-30,EFA,0.1718150251
2022-05-31,EFA,0.1707280337
2022-06-01,EFA,0.1704595899
2022-06-02,EFA,0.1711134643
2022-06-03,EFA,0.1749169103
2022-06-06,EFA,0.1748226658
2022-06-07,EFA,0.1659717013
2022-06-08,EFA,0.1659717013
2022-06-09,EFA,0.1687598155
2022-06-10,EFA,0.1535515727
2022-06-13,EFA,0.1551546842
2022-06-14,EFA,0.1599396589
2022-06-15,EFA,0.1636668404
2022-06-16,EFA,0.158013817
2022-06-17,EFA,0.1633634946
2022-06-20,EFA,0.1694568787
2022-06-21,EFA,0.1670214768
2022-06-22,EFA,0.1577994694
2022-06-23,EFA,0.1523247906
2022-06-24,EFA,0.1514096197
2022-06-27,EFA,0.148467061
2022-06-28,EFA,0.1446979624
2022-06-29,EFA,0.1538409152
2022-06-30,EFA,0.1508776607
2022-07-01,EFA,0.1628278095
2022-07-04,EFA,0.1594710935
2022-07-05,EFA,0.1629623523
2022-07-06,EFA,0.1618674094
2022-07-07,EFA,0.1644528625
2022-07-08,EFA,0.1663234564
2022-07-11,EFA,0.1663481879
2022-07-12,EFA,0.165064756
2022-07-13,EFA,0.1616875975
2022-07-14,EFA,0.1569165121
2022-07-15,EFA,0.1546735263
2022-07-18,EFA,0.1567516279
2022-07-19,EFA,0.1436753091
2022-07-20,EFA,0.1523938142
2022-07-21,EFA,0.1538122018
2022-07-22,EFA,0.1621121131
2022-07-25,EFA,0.1685380394
2022-07-26,EFA,0.16810234
2022-07-27,EFA,0.1753963313
2022-07-28,EFA,0.1709141019
2022-07-29,EFA,0.1705791605
2022-08-01,EFA,0.1463333718
2022-08-02,EFA,0.1544618185
2022-08-03,EFA,0.1574877338
2022-08-04,EFA,0.1567974679
2022-08-05,EFA,0.1614825439
2022-08-08,EFA,0.1533820745
2022-08-09,EFA,0.1544740742
2022-08-10,EFA,0.1979402044
2022-08-11,EFA,0.1976473213
2022-08-12,EFA,0.1942401597
2022-08-15,EFA,0.1969446481
2022-08-16,EFA,0.2059326546
2022-08-17,EFA,0.2085939499
2022-08-18,EFA,0.2028897005
2022-08-19,EFA,0.2047912169
2022-08-22,EFA,0.2146612176
2022-08-23,EFA,0.2075536084
2022-08-24,EFA,0.2097458673
2022-08-25,EFA,0.2074421857
2022-08-26,EFA,0.2089425674
2022-08-29,EFA,0.2131844219
2022-08-30,EFA,0.2107323336
2022-08-31,EFA,0.2073176074
2022-09-01,EFA,0.2061814625
2022-09-02,EFA,0.2060589754
2022-09-05,EFA,0.2021601457
2022-09-06,EFA,0.2021843583
2022-09-07,EFA,0.2249528925
2022-09-08,EFA,0.1762978356
2022-09-09,EFA,0.176642185
2022-09-12,EFA,0.1776929197
2022-09-13,EFA,0.1837061861
2022-09-14,EFA,0.1858575923
2022-09-15,EFA,0.1839807447
2022-09-16,EFA,0.1832580788
2022-09-19,EFA,0.1841528999
2022-09-20,EFA,0.1610495367
2022-09-21,EFA,0.1772425552
2022-09-22,EFA,0.1766504725
2022-09-23,EFA,0.1731870047
2022-09-26,EFA,0.1749653138
2022-09-27,EFA,0.1723803861
2022-09-28,EFA,0.173245015
2022-09-29,EFA,0.1731979482
2022-09-30,EFA,0.1815543969
2022-10-03,EFA,0.1908969012
2022-10-04,EFA,0.1913325381
2022-10-05,EFA,0.1926344219
2022-10-06,EFA,0.1582341849
2022-10-07,EFA,0.1573682102
2022-10-10,EFA,0.1619875008
2022-10-11,EFA,0.1636422738
2022-10-12,EFA,0.1564533064
2022-10-13,EFA,0.1540166016
2022-10-14,EFA,0.1563889103
2022-10-17,EFA,0.1557068339
2022-10-18,EFA,0.1579485898
2022-10-19,EFA,0.1587539199
2022-10-20,EFA,0.1568457406
2022-10-21,EFA,0.1546086859
2022-10-24,EFA,0.1626299878
2022-10-25,EFA,0.1581368359
2022-10-26,EFA,0.1570294758
2022-10-27,EFA,0.1991060119
2022-10-28,EFA,0.2023084414
2022-10-31,EFA,0.1920366497
2022-11-01,EFA,0.1798816826
2022-11-02,EFA,0.1799366761
2022-11-03,EFA,0.1801440862
2022-11-04,EFA,0.1879765385
2022-11-07,EFA,0.1844366818
2022-11-08,EFA,0.1866460449
2022-11-09,EFA,0.1805354135
2022-11-10,EFA,0.1787404633
2022-11-11,EFA,0.1777380719
2022-11-14,EFA,0.1713628046
2022-11-15,EFA,0.1684709112
2022-11-16,EFA,0.1766041413
2022-11-17,EFA,0.1858782867
2022-11-18,EFA,0.1788880305
2022-11-21,EFA,0.1837237948
2022-11-22,EFA,0.1767879388
2022-11-23,EFA,0.1948347098
2022-11-24,EFA,0.1961169408
2022-11-25,EFA,0.1550978978
2022-11-28,EFA,0.1482780764
2022-11-29,EFA,0.1476566845
2022-11-30,EFA,0.1401023497
2022-12-01,EFA,0.1403156687
2022-12-02,EFA,0.1404401457
2022-12-05,EFA,0.1379357308
2022-12-06,EFA,0.1381481036
2022-12-07,EFA,0.1378666832
2022-12-08,EFA,0.1492087853
2022-12-09,EFA,0.1453172622
2022-12-12,EFA,0.1560127895
2022-12-13,EFA,0.1568316814
2022-12-14,EFA,0.1573890429
2022-12-15,EFA,0.1675051836
2022-12-16,EFA,0.1666498261
2022-12-19,EFA,0.166014438
2022-12-20,EFA,0.1627652349
2022-12-21,EFA,0.1636579173
2022-12-22,EFA,0.1515328635
2022-12-23,EFA,0.149953604
2022-12-26,EFA,0.1559236973
2022-12-27,EFA,0.1637636426
2022-12-28,EFA,0.1719840722
2022-12-29,EFA,0.1757801878
2022-12-30,EFA,0.1745494747
2023-01-02,EFA,0.1746705794
2023-01-03,EFA,0.1756817166
2023-01-04,EFA,0.1824771834
2023-01-05,EFA,0.174544815
2023-01-06,EFA,0.1753826664
2023-01-09,EFA,0.18009296
2023-01-10,EFA,0.183130048
2023-01-11,EFA,0.1905537428
2023-01-12,EFA,0.2145964132
2023-01-13,EFA,0.2028144072
2023-01-16,EFA,0.1993455567
2023-01-17,EFA,0.2042755904
2023-01-18,EFA,0.19503309
2023-01-19,EFA,0.1967961557
2023-01-20,EFA,0.2026884462
2023-01-23,EFA,0.1991259729
2023-01-24,EFA,0.1972507079
2023-01-25,EFA,0.193503965
2023-01-26,EFA,0.1885617423
2023-01-27,EFA,0.1852648433
2023-01-30,EFA,0.209302204
2023-01-31,EFA,0.2101666522
2023-02-01,EFA,0.2117294765
2023-02-02,EFA,0.2036199325
2023-02-03,EFA,0.2046823548
2023-02-06,EFA,0.2063255167
2023-02-07,EFA,0.2023270253
2023-02-08,EFA,0.1921467299
2023-02-09,EFA,0.1815164113
2023-02-10,EFA,0.1636778538
2023-02-13,EFA,0.1628130047
2023-02-14,EFA,0.1595774995
2023-02-15,EFA,0.1565024735
2023-02-16,EFA,0.1576485254
2023-02-17,EFA,0.1574121029
2023-02-20,EFA,0.1546260315
2023-02-21,EFA,0.1575996145
2023-02-22,EFA,0.1610101728
2023-02-23,EFA,0.160774544
2023-02-24,EFA,0.1599522196
2023-02-27,EFA,0.1757265351
2023-02-28,EFA,0.1473628077
2023-03-01,EFA,0.1493563399
2023-03-02,EFA,0.1404537474
2023-03-03,EFA,0.1449260672
2023-03-06,EFA,0.1446702166
2023-03-07,EFA,0.1408885203
2023-03-08,EFA,0.1401155311
2023-03-09,EFA,0.1495247068
2023-03-10,EFA,0.1508907509
2023-03-13,EFA,0.140945669
2023-03-14,EFA,0.1414725333
2023-03-15,EFA,0.1410670706
2023-03-16,EFA,0.1412546424
2023-03-17,EFA,0.142371899
2023-03-20,EFA,0.1408221462
2023-03-21,EFA,0.1511407809
2023-03-22,EFA,0.1518409187
2023-03-23,EFA,0.1572406345
2023-03-24,EFA,0.164492007
2023-03-27,EFA,0.1825833262
2023-03-28,EFA,0.1654522096
2023-03-29,EFA,0.1700283312
2023-03-30,EFA,0.1639964558
2023-03-31,EFA,0.1913414336
2023-04-03,EFA,0.1951991207
2023-04-04,EFA,0.1957301352
2023-04-05,EFA,0.1965323061
2023-04-06,EFA,0.205499983
2023-04-07,EFA,0.2003976455
2023-04-10,EFA,0.2071876892
2023-04-11,EFA,0.2108975386
2023-04-12,EFA,0.2103797935
2023-04-13,EFA,0.2158783555
2023-04-14,EFA,0.2156405517
2023-04-17,EFA,0.2170763167
2023-04-18,EFA,0.2194830571
2023-04-19,EFA,0.21966517
2023-04-20,EFA,0.2174031753
2023-04-21,EFA,0.2105748613
2023-04-24,EFA,0.2037748935
2023-04-25,EFA,0.1899362089
2023-04-26,EFA,0.190324348
2023-04-27,EFA,0.1843770091
2023-04-28,EFA,0.1839179444
2023-05-01,EFA,0.1728887051
2023-05-02,EFA,0.1721555622
2023-05-03,EFA,0.1767176359
2023-05-04,EFA,0.1736475031
2023-05-05,EFA,0.1607475504
2023-05-08,EFA,0.162029084
2023-05-09,EFA,0.1553531981
2023-05-10,EFA,0.1508488243
2023-05-11,EFA,0.1752571457
2023-05-12,EFA,0.1672873898
2023-05-15,EFA,0.1712820495
2023-05-16,EFA,0.168008704
2023-05-17,EFA,0.1641408914
2023-05-18,EFA,0.1592223096
2023-05-19,EFA,0.1609678525
2023-05-22,EFA,0.16263348
2023-05-23,EFA,0.1646250717
2023-05-24,EFA,0.1642491295
2023-05-25,EFA,0.1665889003
2023-05-26,EFA,0.1725887936
2023-05-29,EFA,0.1721999382
2023-05-30,EFA,0.1675705291
2023-05-31,EFA,0.1643922026
2023-06-01,EFA,0.1626541272
2023-06-02,EFA,0.1626127061
2023-06-05,EFA,0.1669648558
2023-06-06,EFA,0.1641332122
2023-06-07,EFA,0.1585207773
2023-06-08,EFA,0.1671271635
2023-06-09,EFA,0.1327679861
2023-06-12,EFA,0.1306911445
2023-06-13,EFA,0.1314217873
2023-06-14,EFA,0.1404496079
2023-06-15,EFA,0.142660586
2023-06-16,EFA,0.1465164652
2023-06-19,EFA,0.154539177
2023-06-20,EFA,0.1541146571
2023-06-21,EFA,0.1563535834
2023-06-22,EFA,0.158386661
2023-06-23,EFA,0.1580150127
2023-06-26,EFA,0.1521200895
2023-06-27,EFA,0.1572665865
2023-06-28,EFA,0.1467866205
2023-06-29,EFA,0.1465561827
2023-06-30,EFA,0.1527853697
2023-07-03,EFA,0.1540176114
2023-07-04,EFA,0.149686883
2023-07-05,EFA,0.1505120615
2023-07-06,EFA,0.1522681892
2023-07-07,EFA,0.1476243135
2023-07-10,EFA,0.1460017445
2023-07-11,EFA,0.1467541813
2023-07-12,EFA,0.1509738035
2023-07-13,EFA,0.1426809922
2023-07-14,EFA,0.1420695933
2023-07-17,EFA,0.1494611092
2023-07-18,EFA,0.1361714072
2023-07-19,EFA,0.1392091664
2023-07-20,EFA,0.1257868473
2023-07-21,EFA,0.1265911659
2023-07-24,EFA,0.1269431254
2023-07-25,EFA,0.1241218379
2023-07-26,EFA,0.1090165174
2023-07-27,EFA,0.1157341422
2023-07-28,EFA,0.1165970368
2023-07-31,EFA,0.1141085866
2023-08-01,EFA,0.114123863
2023-08-02,EFA,0.1127247858
2023-08-03,EFA,0.1182976849
2023-08-04,EFA,0.1176029394
2023-08-07,EFA,0.1239724378
2023-08-08,EFA,0.1374099857
2023-08-09,EFA,0.1391982575
2023-08-10,EFA,0.1361471984
2023-08-11,EFA,0.1551020266
2023-08-14,EFA,0.155043544
2023-08-15,EFA,0.146268106
2023-08-16,EFA,0.1453721798
2023-08-17,EFA,0.1466875052
2023-08-18,EFA,0.2336463026
2023-08-21,EFA,0.2585641172
2023-08-22,EFA,0.2780707634
2023-08-23,EFA,0.3213954714
2023-08-24,EFA,0.3498703876
2023-08-25,EFA,0.3523934751
2023-08-28,EFA,0.3556629546
2023-08-29,EFA,0.355392172
2023-08-30,EFA,0.3555197487
2023-08-31,EFA,0.3556496391
2023-09-01,EFA,0.3541907001
2023-09-04,EFA,0.358515426
2023-09-05,EFA,0.3537867875
2023-09-06,EFA,0.3482305695
2023-09-07,EFA,0.3500950273
2023-09-08,EFA,0.3507089521
2023-09-11,EFA,0.3412618454
2023-09-12,EFA,0.345406831
2023-09-13,EFA,0.3449954128
2023-09-14,EFA,0.3449952354
2023-09-15,EFA,0.3465216268
2023-09-18,EFA,0.2931080084
2023-09-19,EFA,0.2660311455
2023-09-20,EFA,0.2295872665
2023-09-21,EFA,0.2024451288
2023-09-22,EFA,0.1629282873
2023-09-25,EFA,0.1581430391
2023-09-26,EFA,0.1461377422
2023-09-27,EFA,0.1498157407
2023-09-28,EFA,0.1552662004
2023-09-29,EFA,0.1664132661
2023-10-02,EFA,0.1664314992
2023-10-03,EFA,0.1648811619
2023-10-04,EFA,0.1648717645
2023-10-05,EFA,0.1645141043
2023-10-06,EFA,0.2669041473
2023-10-09,EFA,0.2709005512
2023-10-10,EFA,0.3127816176
2023-10-11,EFA,0.31671561
2023-10-12,EFA,0.3140645302
2023-10-13,EFA,0.3156321232
2023-10-16,EFA,0.3137076624
2023-10-17,EFA,0.3133004571
2023-10-18,EFA,0.3148986369
2023-10-19,EFA,0.3335453539
2023-10-20,EFA,0.3332311876
2023-10-23,EFA,0.3483346286
2023-10-24,EFA,0.3485972891
2023-10-25,EFA,0.3484465062
2023-10-26,EFA,0.3456388148
2023-10-27,EFA,0.3491094239
2023-10-30,EFA,0.3398688993
2023-10-31,EFA,0.3393527753
2023-11-01,EFA,0.3390283593
2023-11-02,EFA,0.3389850184
2023-11-03,EFA,0.3390797598
2023-11-06,EFA,0.2394973963
2023-11-07,EFA,0.2387475472
2023-11-08,EFA,0.2157557178
2023-11-09,EFA,0.2128919979
2023-11-10,EFA,0.21794563
2023-11-13,EFA,0.211160546
2023-11-14,EFA,0.2138559466
2023-11-15,EFA,0.2217252861
2023-11-16,EFA,0.2207843397
2023-11-17,EFA,0.1975797233
2023-11-20,EFA,0.1752832142
2023-11-21,EFA,0.1724831162
2023-11-22,EFA,0.1735501451
2023-11-23,EFA,0.1748177122
2023-11-24,EFA,0.1737181698
2023-11-27,EFA,0.1639631004
2023-11-28,EFA,0.1613001437
2023-11-29,EFA,0.168118542
2023-11-30,EFA,0.1625196458
2023-12-01,EFA,0.1664283232
2023-12-04,EFA,0.1702043285
2023-12-05,EFA,0.1639344483
2023-12-06,EFA,0.1628870419
2023-12-07,EFA,0.1538258005
2023-12-08,EFA,0.1534228057
2023-12-11,EFA,0.1458432633
2023-12-12,EFA,0.1457964087
2023-12-13,EFA,0.1438104541
2023-12-14,EFA,0.1303521232
2023-12-15,EFA,0.1300700553
2023-12-18,EFA,0.1301559783
2023-12-19,EFA,0.1300061069
2023-12-20,EFA,0.0938084156
2023-12-21,EFA,0.088639397
2023-12-22,EFA,0.0874623768
2023-12-25,EFA,0.0868499068
2023-12-26,EFA,0.0946041792
2023-12-27,EFA,0.1254279064
2023-12-28,EFA,0.1147198562
2023-12-29,EFA,0.1154959342
2024-01-01,EFA,0.1117719201
2024-01-02,EFA,0.1078853539
2024-01-03,EFA,0.1117254193
2024-01-04,EFA,0.141762989
2024-01-05,EFA,0.1456991664
2024-01-08,EFA,0.14757912
2024-01-09,EFA,0.1473294446
2024-01-10,EFA,0.1491046158
2024-01-11,EFA,0.1489633208
2024-01-12,EFA,0.157416971
2024-01-15,EFA,0.1579317816
2024-01-16,EFA,0.1580579973
2024-01-17,EFA,0.1793230621
2024-01-18,EFA,0.1792215206
2024-01-19,EFA,0.1948164699
2024-01-22,EFA,0.1986718903
2024-01-23,EFA,0.2205532041
2024-01-24,EFA,0.2216922606
2024-01-25,EFA,0.2064317287
2024-01-26,EFA,0.2072781611
2024-01-29,EFA,0.2071844174
2024-01-30,EFA,0.2075861003
2024-01-31,EFA,0.2090539939
2024-02-01,EFA,0.208541864
2024-02-02,EFA,0.207772055
2024-02-05,EFA,0.205169073
2024-02-06,EFA,0.2091814214
2024-02-07,EFA,0.2102900843
2024-02-08,EFA,0.2084424612
2024-02-09,EFA,0.2101546901
2024-02-12,EFA,0.2050533642
2024-02-13,EFA,0.2503712071
2024-02-14,EFA,0.3225253857
2024-02-15,EFA,0.3269453848
2024-02-16,EFA,0.3334111087
2024-02-19,EFA,0.3329808988
2024-02-20,EFA,0.3357498538
2024-02-21,EFA,0.3222778008
2024-02-22,EFA,0.3386947454
2024-02-23,EFA,0.3390846293
2024-02-26,EFA,0.3425395036
2024-02-27,EFA,0.3389748391
2024-02-28,EFA,0.3465323115
2024-02-29,EFA,0.3426677092
2024-03-01,EFA,0.3470812922
2024-03-04,EFA,0.3434489837
2024-03-05,EFA,0.3432636282
2024-03-06,EFA,0.3422243495
2024-03-07,EFA,0.3440199775
2024-03-08,EFA,0.3454315287
2024-03-11,EFA,0.3419554813
2024-03-12,EFA,0.3605911755
2024-03-13,EFA,0.334363421
2024-03-14,EFA,0.259765445
2024-03-15,EFA,0.213276885
2024-03-18,EFA,0.211041318
2024-03-19,EFA,0.2595992388
2024-03-20,EFA,0.2596699364
2024-03-21,EFA,0.2528044271
2024-03-22,EFA,0.3017065041
2024-03-25,EFA,0.3067581584
2024-03-26,EFA,0.3304453603
2024-03-27,EFA,0.3517367987
2024-03-28,EFA,0.3461747078
2024-03-29,EFA,0.3462352109
2024-04-01,EFA,0.3427023351
2024-04-02,EFA,0.3595734741
2024-04-03,EFA,0.3587469834
2024-04-04,EFA,0.3608817385
2024-04-05,EFA,0.3599470698
2024-04-08,EFA,0.3743007811
2024-04-09,EFA,0.3737445003
2024-04-10,EFA,0.363902348
2024-04-11,EFA,0.3639042758
2024-04-12,EFA,0.3750381189
2024-04-15,EFA,0.3732085919
2024-04-16,EFA,0.3809515769
2024-04-17,EFA,0.3573100805
2024-04-18,EFA,0.3641414562
2024-04-19,EFA,0.360081941
2024-04-22,EFA,0.304896181
2024-04-23,EFA,0.2937419837
2024-04-24,EFA,0.2766494228
2024-04-25,EFA,0.2580365965
2024-04-26,EFA,0.2580460336
2024-04-29,EFA,0.2570205598
2024-04-30,EFA,0.2568005584
2024-05-01,EFA,0.2274320325
2024-05-02,EFA,0.2251416295
2024-05-03,EFA,0.2127306868
2024-05-06,EFA,0.2188962666
2024-05-07,EFA,0.2097516996
2024-05-08,EFA,0.2046944357
2024-05-09,EFA,0.1641095304
2024-05-10,EFA,0.190042411
2024-05-13,EFA,0.1833683376
2024-05-14,EFA,0.1720172074
2024-05-15,EFA,0.1680110338
2024-05-16,EFA,0.171698632
2024-05-17,EFA,0.1661346224
2024-05-20,EFA,0.1683493403
2024-05-21,EFA,0.1505649542
2024-05-22,EFA,0.1475180799
2024-05-23,EFA,0.151164876
2024-05-24,EFA,0.1507814102
2024-05-27,EFA,0.1553721001
2024-05-28,EFA,0.1635632767
2024-05-29,EFA,0.1666667437
2024-05-30,EFA,0.1623546152
2024-05-31,EFA,0.1705875409
2024-06-03,EFA,0.1879978213
2024-06-04,EFA,0.1864324122
2024-06-05,EFA,0.1768059135
2024-06-06,EFA,0.1820306577
2024-06-07,EFA,0.1784154483
2024-06-10,EFA,0.1806361034
2024-06-11,EFA,0.1832009173
2024-06-12,EFA,0.1819593169
2024-06-13,EFA,0.1879527998
2024-06-14,EFA,0.1881969922
2024-06-17,EFA,0.1919937021
2024-06-18,EFA,0.1859590101
2024-06-19,EFA,0.2095538378
2024-06-20,EFA,0.2234731027
2024-06-21,EFA,0.2068286648
2024-06-24,EFA,0.2065090885
2024-06-25,EFA,0.2070596282
2024-06-26,EFA,0.2164726227
2024-06-27,EFA,0.2270224744
2024-06-28,EFA,0.2281224857
2024-07-01,EFA,0.2270107491
2024-07-02,EFA,0.2427098077
2024-07-03,EFA,0.2375647291
2024-07-04,EFA,0.2379018262
2024-07-05,EFA,0.2383952853
2024-07-08,EFA,0.2424155753
2024-07-09,EFA,0.2297957077
2024-07-10,EFA,0.2283921486
2024-07-11,EFA,0.2210449423
2024-07-12,EFA,0.2064371936
2024-07-15,EFA,0.208032444
2024-07-16,EFA,0.1945599473
2024-07-17,EFA,0.2049311023
2024-07-18,EFA,0.1949397235
2024-07-19,EFA,0.1464952031
2024-07-22,EFA,0.1490016723
2024-07-23,EFA,0.1670330181
2024-07-24,EFA,0.1685953629
2024-07-25,EFA,0.1716811738
2024-07-26,EFA,0.1749856088
2024-07-29,EFA,0.1752166708
2024-07-30,EFA,0.195104438
2024-07-31,EFA,0.1768304804
2024-08-01,EFA,0.1770065862
2024-08-02,EFA,0.1893013658
2024-08-05,EFA,0.1860293827
2024-08-06,EFA,0.1811337752
2024-08-07,EFA,0.1774376199
2024-08-08,EFA,0.1711412701
2024-08-09,EFA,0.1748466394
2024-08-12,EFA,0.1844053886
2024-08-13,EFA,0.1908383156
2024-08-14,EFA,0.2034278446
2024-08-15,EFA,0.1999822765
2024-08-16,EFA,0.1993899865
2024-08-19,EFA,0.2019546308
2024-08-20,EFA,0.1967859836
2024-08-21,EFA,0.1684000375
2024-08-22,EFA,0.1727304504
2024-08-23,EFA,0.1873901239
2024-08-26,EFA,0.1907291864
2024-08-27,EFA,0.1873826537
2024-08-28,EFA,0.1766492378
2024-08-29,EFA,0.1847100683
2024-08-30,EFA,0.1831312082
2024-09-02,EFA,0.1789138505
2024-09-03,EFA,0.1733581578
2024-09-04,EFA,0.1764120775
2024-09-05,EFA,0.1761703521
2024-09-06,EFA,0.1761057183
2024-09-09,EFA,0.1787516977
2024-09-10,EFA,0.1646030356
2024-09-11,EFA,0.1674307522
2024-09-12,EFA,0.1547919661
2024-09-13,EFA,0.1554241102
2024-09-16,EFA,0.1763705371
2024-09-17,EFA,0.1820098714
2024-09-18,EFA,0.1881159302
2024-09-19,EFA,0.1871087062
2024-09-20,EFA,0.1840513106
2024-09-23,EFA,0.1704846549
2024-09-24,EFA,0.1711704621
2024-09-25,EFA,0.1703428135
2024-09-26,EFA,0.1703818692
2024-09-27,EFA,0.1638447422
