date,ticker,close,volume
2021-10-11,LQD,107.58,13851626
2021-10-11,GLD,176.61,8271976
2021-10-11,VNQ,92.12,4380183
2021-10-12,SPY,433.96,97330105
2021-10-12,QQQ,366.72,38142495
2021-10-12,IWM,189.87,22598464
2021-10-12,EFA,79.11,19696115
2021-10-12,TLT,99.06,15263783
2021-10-12,LQD,107.24,17824825
2021-10-12,GLD,174.86,12690994
2021-10-12,VNQ,90.71,9249963
2021-10-13,SPY,441.7,53860842
2021-10-13,QQQ,374.48,35775750
2021-10-13,IWM,191.92,52941085
2021-10-13,EFA,80.21,39945434
2021-10-13,TLT,97.41,14742455
2021-10-13,LQD,107.26,8025159
2021-10-13,GLD,169.88,13540633
2021-10-13,VNQ,90.96,4346817
2021-10-14,SPY,444.2,61036803
2021-10-14,QQQ,377.27,27079382
2021-10-14,IWM,193.4,34071519
2021-10-14,EFA,81.18,14176711
2021-10-14,TLT,96.83,19758003
2021-10-14,LQD,107.31,23765249
2021-10-14,GLD,170.89,7469157
2021-10-14,VNQ,91.22,4495071
2021-10-15,SPY,444.48,55259848
2021-10-15,QQQ,376.21,62586673
2021-10-15,IWM,192.29,23909492
2021-10-15,EFA,79.63,12054976
2021-10-15,TLT,96.26,16374820
2021-10-15,LQD,107.5,19097166
2021-10-15,GLD,169.53,5072235
2021-10-15,VNQ,92.14,4535043
2021-10-18,SPY,442.29,64922130
2021-10-18,QQQ,378.66,39248053
2021-10-18,IWM,194.63,28777507
2021-10-18,EFA,78.86,28840792
2021-10-18,TLT,95.98,25602247
2021-10-18,LQD,107.51,12430831
2021-10-18,GLD,169.36,17765463
2021-10-18,VNQ,91.07,5682175
2021-10-19,SPY,442.4,85579815
2021-10-19,QQQ,378.88,46575048
2021-10-19,IWM,194.92,35721132
2021-10-19,EFA,78.62,15118671
2021-10-19,TLT,97.89,25859081
2021-10-19,LQD,108.42,15897696
2021-10-19,GLD,170.51,6536094
2021-10-19,VNQ,90.85,4599917
2021-10-20,SPY,438.07,80509244
2021-10-20,QQQ,371.63,40272983
2021-10-20,IWM,190.82,29653667
2021-10-20,EFA,77.66,7881578
2021-10-20,TLT,98.78,18393365
2021-10-20,LQD,109.15,17227998
2021-10-20,GLD,171.6,7278899
2021-10-20,VNQ,91.74,5592846
2021-10-21,SPY,439.35,38250981
2021-10-21,QQQ,373.69,76014267
2021-10-21,IWM,191.8,26053589
2021-10-21,EFA,77.9,13181992
2021-10-21,TLT,99.5,24753188
2021-10-21,LQD,109.18,11777860
2021-10-21,GLD,171.83,17324615
2021-10-21,VNQ,92.24,3057173
2021-10-22,SPY,439.19,49732847
2021-10-22,QQQ,373.09,78659865
2021-10-22,IWM,192.41,25725994
2021-10-22,EFA,76.99,9728427
2021-10-22,TLT,99.25,15203692
2021-10-22,LQD,109.43,9517943
2021-10-22,GLD,170.23,4632573
2021-10-22,VNQ,92.48,6987063
2021-10-25,SPY,434.9,43169708
2021-10-25,QQQ,368.33,69386007
2021-10-25,IWM,190.95,56882756
2021-10-25,EFA,76.78,18497446
2021-10-25,TLT,100.54,7170911
2021-10-25,LQD,110.47,25990762
2021-10-25,GLD,168.91,7032725
2021-10-25,VNQ,91.11,5371289
2021-10-26,SPY,431.63,64781526
2021-10-26,QQQ,363.14,47228616
2021-10-26,IWM,189.55,32051099
2021-10-26,EFA,76.47,10077352
2021-10-26,TLT,100.89,29903114
2021-10-26,LQD,109.91,14256855
2021-10-26,GLD,167.71,6238021
2021-10-26,VNQ,89.48,5112126
2021-10-27,SPY,439.77,92705056
2021-10-27,QQQ,371.21,67326768
2021-10-27,IWM,192.66,27027375
2021-10-27,EFA,77.42,12300887
2021-10-27,TLT,100.7,24569826
2021-10-27,LQD,110.05,19983688
2021-10-27,GLD,169.85,3290478
2021-10-27,VNQ,91.13,7560576
2021-10-28,SPY,438.02,91611284
2021-10-28,QQQ,370.33,59211452
2021-10-28,IWM,192.26,28640526
2021-10-28,EFA,76.95,23976051
2021-10-28,TLT,99.82,23773701
2021-10-28,LQD,109.87,14929009
2021-10-28,GLD,166.7,8831504
2021-10-28,VNQ,91.49,5222654
2021-10-29,SPY,444.9,58706783
2021-10-29,QQQ,379.85,53519373
2021-10-29,IWM,197.69,37883653
2021-10-29,EFA,79.17,22144428
2021-10-29,TLT,99.34,23365784
2021-10-29,LQD,110.99,10158033
2021-10-29,GLD,168.6,10631068
2021-10-29,VNQ,92.68,3542309
2021-11-01,SPY,439.06,73875456
2021-11-01,QQQ,375.22,49692413
2021-11-01,IWM,192.5,24714835
2021-11-01,EFA,78.87,36812180
2021-11-01,TLT,100.83,18209376
2021-11-01,LQD,111.78,15226890
2021-11-01,GLD,169.17,7588943
2021-11-01,VNQ,91.72,5454063
2021-11-02,SPY,441.21,93832661
2021-11-02,QQQ,378.58,75660537
2021-11-02,IWM,195.67,11794981
2021-11-02,EFA,79.07,30056578
2021-11-02,TLT,100.74,18433334
2021-11-02,LQD,112.35,10593349
2021-11-02,GLD,168.36,6143540
2021-11-02,VNQ,91.89,3862979
2021-11-03,SPY,441.31,64480483
2021-11-03,QQQ,378.33,55715993
2021-11-03,IWM,196.7,27883036
2021-11-03,EFA,79.45,14776414
2021-11-03,TLT,100.0,31940346
2021-11-03,LQD,111.99,20760294
2021-11-03,GLD,170.09,9640208
2021-11-03,VNQ,92.27,3601402
2021-11-04,SPY,447.62,161465756
2021-11-04,QQQ,381.66,55315064
2021-11-04,IWM,201.37,12813735
2021-11-04,EFA,79.82,25080909
2021-11-04,TLT,100.58,11480477
2021-11-04,LQD,112.84,18085022
2021-11-04,GLD,169.38,5662803
2021-11-04,VNQ,93.41,4511156
2021-11-05,SPY,445.09,129607085
2021-11-05,QQQ,378.94,62531732
2021-11-05,IWM,200.24,50663799
2021-11-05,EFA,79.46,11546491
2021-11-05,TLT,101.48,22583530
2021-11-05,LQD,112.63,11363783
2021-11-05,GLD,171.83,7874206
2021-11-05,VNQ,91.25,9235614
2021-11-08,SPY,450.12,70653037
2021-11-08,QQQ,385.17,85167031
2021-11-08,IWM,204.38,52199204
2021-11-08,EFA,79.61,10474633
2021-11-08,TLT,101.38,11446306
2021-11-08,LQD,112.73,12108457
2021-11-08,GLD,172.89,5781291
2021-11-08,VNQ,91.6,4818959
2021-11-09,SPY,437.91,68806081
2021-11-09,QQQ,371.62,25980379
2021-11-09,IWM,198.24,12950392
2021-11-09,EFA,78.24,18842716
2021-11-09,TLT,102.54,17751012
2021-11-09,LQD,112.79,14082117
2021-11-09,GLD,172.82,8384713
2021-11-09,VNQ,90.24,5762750
2021-11-10,SPY,439.38,88715972
2021-11-10,QQQ,378.94,45899462
2021-11-10,IWM,199.96,34864814
2021-11-10,EFA,79.38,10276921
2021-11-10,TLT,102.66,19908807
2021-11-10,LQD,113.38,20392983
2021-11-10,GLD,171.83,9124861
2021-11-10,VNQ,92.46,4280060
2021-11-11,SPY,432.36,69578350
2021-11-11,QQQ,370.7,42203767
2021-11-11,IWM,194.98,24518123
2021-11-11,EFA,78.66,22930569
2021-11-11,TLT,103.07,15482335
2021-11-11,LQD,113.19,21984458
2021-11-11,GLD,175.22,13310085
2021-11-11,VNQ,92.22,5141924
2021-11-12,SPY,434.84,106864820
2021-11-12,QQQ,370.97,61488656
2021-11-12,IWM,197.67,32410988
2021-11-12,EFA,78.89,19759032
2021-11-12,TLT,102.7,24812862
2021-11-12,LQD,112.5,23836166
2021-11-12,GLD,176.51,13416202
2021-11-12,VNQ,93.15,5855086
2021-11-15,SPY,431.17,152058779
2021-11-15,QQQ,368.99,41913144
2021-11-15,IWM,198.75,27387749
2021-11-15,EFA,78.11,27327325
2021-11-15,TLT,101.79,15537660
2021-11-15,LQD,112.37,11764771
2021-11-15,GLD,176.11,5115889
2021-11-15,VNQ,91.94,3232176
2021-11-16,SPY,435.42,60976314
2021-11-16,QQQ,371.1,54574814
2021-11-16,IWM,200.53,22448808
2021-11-16,EFA,78.46,25433727
2021-11-16,TLT,100.01,23340111
2021-11-16,LQD,112.38,14621487
2021-11-16,GLD,174.83,4591805
2021-11-16,VNQ,91.92,6146587
2021-11-17,SPY,432.23,52947296
2021-11-17,QQQ,368.64,61588623
2021-11-17,IWM,201.06,32274330
2021-11-17,EFA,78.96,15756108
2021-11-17,TLT,100.26,28306991
2021-11-17,LQD,112.27,17874509
2021-11-17,GLD,175.43,4989041
2021-11-17,VNQ,93.07,2804529
2021-11-18,SPY,427.52,92518085
2021-11-18,QQQ,363.0,41041146
2021-11-18,IWM,199.42,31455263
2021-11-18,EFA,77.9,12121918
2021-11-18,TLT,101.98,26509442
2021-11-18,LQD,112.9,19739492
2021-11-18,GLD,177.25,11242515
2021-11-18,VNQ,92.81,5744000
2021-11-19,SPY,431.47,72498162
2021-11-19,QQQ,360.45,77199115
2021-11-19,IWM,200.37,49484704
2021-11-19,EFA,78.66,12647693
2021-11-19,TLT,101.1,17289302
2021-11-19,LQD,112.52,29972943
2021-11-19,GLD,178.85,5720628
2021-11-19,VNQ,91.67,8382868
2021-11-22,SPY,430.72,127974802
2021-11-22,QQQ,360.88,55399191
2021-11-22,IWM,199.61,43151703
2021-11-22,EFA,78.2,17728506
2021-11-22,TLT,101.56,13602774
2021-11-22,LQD,113.36,13331622
2021-11-22,GLD,179.27,9391614
2021-11-22,VNQ,91.67,5957475
2021-11-23,SPY,427.37,58299044
2021-11-23,QQQ,358.73,20831139
2021-11-23,IWM,197.95,14791388
2021-11-23,EFA,77.41,13695046
2021-11-23,TLT,101.24,15372540
2021-11-23,LQD,112.59,12432289
2021-11-23,GLD,178.7,7056795
2021-11-23,VNQ,90.29,4919110
2021-11-24,SPY,427.87,69814201
2021-11-24,QQQ,354.35,36737582
2021-11-24,IWM,198.26,40855400
2021-11-24,EFA,78.15,14074987
2021-11-24,TLT,100.05,38282530
2021-11-24,LQD,112.68,9907676
2021-11-24,GLD,177.53,8959276
2021-11-24,VNQ,90.51,8012247
2021-11-25,SPY,422.61,61528864
2021-11-25,QQQ,347.74,51790219
2021-11-25,IWM,193.49,28399370
2021-11-25,EFA,77.16,24352668
2021-11-25,TLT,99.66,32239442
2021-11-25,LQD,111.93,19920187
2021-11-25,GLD,175.17,6926312
2021-11-25,VNQ,89.59,4186724
2021-11-26,SPY,417.88,67868986
2021-11-26,QQQ,339.99,53368358
2021-11-26,IWM,190.23,41058772
2021-11-26,EFA,77.11,16469074
2021-11-26,TLT,100.49,12968038
2021-11-26,LQD,112.86,15350122
2021-11-26,GLD,175.13,7609102
2021-11-26,VNQ,89.13,10110254
2021-11-29,SPY,423.83,133053155
2021-11-29,QQQ,343.77,39994549
2021-11-29,IWM,191.17,29340510
2021-11-29,EFA,78.33,28325997
2021-11-29,TLT,102.0,15849521
2021-11-29,LQD,114.06,22589773
2021-11-29,GLD,178.54,7983686
2021-11-29,VNQ,91.87,5461402
2021-11-30,SPY,414.95,148768400
2021-11-30,QQQ,337.83,34203724
2021-11-30,IWM,188.29,42417263
2021-11-30,EFA,76.06,13184424
2021-11-30,TLT,101.48,19479981
2021-11-30,LQD,113.26,10909532
2021-11-30,GLD,176.71,4211069
2021-11-30,VNQ,90.85,5655646
2021-12-01,SPY,409.81,60931177
2021-12-01,QQQ,332.83,76486718
2021-12-01,IWM,184.96,20004896
2021-12-01,EFA,75.68,15220873
2021-12-01,TLT,101.43,17824878
2021-12-01,LQD,112.69,14991842
2021-12-01,GLD,175.95,9797089
2021-12-01,VNQ,88.49,6794488
2021-12-02,SPY,407.15,80807515
2021-12-02,QQQ,331.01,47529218
2021-12-02,IWM,183.34,28076095
2021-12-02,EFA,74.61,13746168
2021-12-02,TLT,101.5,42688074
2021-12-02,LQD,112.39,12702899
2021-12-02,GLD,173.38,12424390
2021-12-02,VNQ,87.39,3402017
2021-12-03,SPY,411.82,86622618
2021-12-03,QQQ,334.38,74169672
2021-12-03,IWM,184.92,46598799
2021-12-03,EFA,74.43,18460907
2021-12-03,TLT,100.27,35758445
2021-12-03,LQD,112.4,17019681
2021-12-03,GLD,171.56,5134690
2021-12-03,VNQ,88.24,6741888
2021-12-06,SPY,420.75,49728391
2021-12-06,QQQ,340.62,68919421
2021-12-06,IWM,187.09,32603882
2021-12-06,EFA,75.93,14062257
2021-12-06,TLT,99.25,25121563
2021-12-06,LQD,112.87,21713045
2021-12-06,GLD,172.12,10693305
2021-12-06,VNQ,89.0,6375081
2021-12-07,SPY,417.08,96838504
2021-12-07,QQQ,331.5,94319756
2021-12-07,IWM,187.9,18647758
2021-12-07,EFA,75.31,12834565
2021-12-07,TLT,98.75,16788689
2021-12-07,LQD,113.14,11322994
2021-12-07,GLD,173.99,8122338
2021-12-07,VNQ,89.94,6991289
2021-12-08,SPY,420.19,71127263
2021-12-08,QQQ,334.63,35468181
2021-12-08,IWM,187.98,22409664
2021-12-08,EFA,76.39,11785828
2021-12-08,TLT,98.02,22990193
2021-12-08,LQD,113.7,30643697
2021-12-08,GLD,170.81,6023397
2021-12-08,VNQ,89.35,5728627
2021-12-09,SPY,420.95,101058754
2021-12-09,QQQ,334.75,27232711
2021-12-09,IWM,185.85,28142698
2021-12-09,EFA,77.05,12833254
2021-12-09,TLT,98.63,26747945
2021-12-09,LQD,113.99,14986140
2021-12-09,GLD,171.18,9216635
2021-12-09,VNQ,89.24,6606176
2021-12-10,SPY,428.4,171093209
2021-12-10,QQQ,339.57,58163249
2021-12-10,IWM,186.94,22636973
2021-12-10,EFA,78.2,26132775
2021-12-10,TLT,97.93,24540728
2021-12-10,LQD,113.89,11267943
2021-12-10,GLD,173.14,17269205
2021-12-10,VNQ,91.64,5761805
2021-12-13,SPY,431.65,98013896
2021-12-13,QQQ,341.69,45752663
2021-12-13,IWM,188.1,28469111
2021-12-13,EFA,78.74,20768807
2021-12-13,TLT,98.45,12069944
2021-12-13,LQD,114.06,11520313
2021-12-13,GLD,173.34,3719508
2021-12-13,VNQ,92.34,6261058
2021-12-14,SPY,419.74,78055125
2021-12-14,QQQ,331.38,30952141
2021-12-14,IWM,181.44,46676787
2021-12-14,EFA,77.05,27570866
2021-12-14,TLT,100.89,27304932
2021-12-14,LQD,114.32,19658068
2021-12-14,GLD,173.34,8470643
2021-12-14,VNQ,91.9,2191376
2021-12-15,SPY,417.97,40187127
2021-12-15,QQQ,331.85,49377659
2021-12-15,IWM,181.34,40965982
2021-12-15,EFA,76.57,12899926
2021-12-15,TLT,101.26,31822917
2021-12-15,LQD,113.77,14492564
2021-12-15,GLD,173.49,8186715
2021-12-15,VNQ,92.12,5127513
2021-12-16,SPY,416.14,64985820
2021-12-16,QQQ,330.95,34249262
2021-12-16,IWM,180.28,17543741
2021-12-16,EFA,76.86,13229209
2021-12-16,TLT,101.08,19495040
2021-12-16,LQD,114.02,10137350
2021-12-16,GLD,174.06,4579894
2021-12-16,VNQ,91.65,3957074
2021-12-17,SPY,418.69,64392335
2021-12-17,QQQ,331.66,51030419
2021-12-17,IWM,181.35,27146407
2021-12-17,EFA,77.83,18538859
2021-12-17,TLT,100.94,27347852
2021-12-17,LQD,114.04,12477880
2021-12-17,GLD,172.63,9507493
2021-12-17,VNQ,90.73,8604207
2021-12-20,SPY,422.81,61513952
2021-12-20,QQQ,337.13,57061626
2021-12-20,IWM,182.47,31386956
2021-12-20,EFA,78.02,25668356
2021-12-20,TLT,100.71,13566538
2021-12-20,LQD,115.36,14102764
2021-12-20,GLD,172.28,19033263
2021-12-20,VNQ,90.19,4647676
2021-12-21,SPY,420.17,78747305
2021-12-21,QQQ,336.78,37034302
2021-12-21,IWM,180.67,38333594
2021-12-21,EFA,78.83,10971050
2021-12-21,TLT,100.94,19168158
2021-12-21,LQD,115.55,12587349
2021-12-21,GLD,169.82,7765027
2021-12-21,VNQ,88.16,2935476
2021-12-22,SPY,419.43,144881225
2021-12-22,QQQ,335.79,59822319
2021-12-22,IWM,177.92,17601283
2021-12-22,EFA,78.19,20774065
2021-12-22,TLT,102.04,31357123
2021-12-22,LQD,115.43,10219487
2021-12-22,GLD,170.99,7848268
2021-12-22,VNQ,88.05,4942630
2021-12-23,SPY,420.17,36363909
2021-12-23,QQQ,340.21,55419734
2021-12-23,IWM,177.63,35612787
2021-12-23,EFA,78.03,23711193
2021-12-23,TLT,102.99,15559383
2021-12-23,LQD,115.86,7323483
2021-12-23,GLD,173.64,9177717
2021-12-23,VNQ,86.39,6141039
2021-12-24,SPY,422.67,93105867
2021-12-24,QQQ,345.95,47389672
2021-12-24,IWM,178.13,18141507
2021-12-24,EFA,77.68,17133584
2021-12-24,TLT,104.14,16854416
2021-12-24,LQD,116.88,16737162
2021-12-24,GLD,174.64,7056781
2021-12-24,VNQ,86.81,6397291
2021-12-27,SPY,431.83,48505020
2021-12-27,QQQ,353.52,42239298
2021-12-27,IWM,180.5,33315856
2021-12-27,EFA,78.66,21597865
2021-12-27,TLT,101.91,16622548
2021-12-27,LQD,116.78,22100983
2021-12-27,GLD,173.5,9598000
2021-12-27,VNQ,86.4,6563968
2021-12-28,SPY,429.48,72117759
2021-12-28,QQQ,351.92,16775839
2021-12-28,IWM,181.74,20653230
2021-12-28,EFA,77.75,18066335
2021-12-28,TLT,100.99,55906883
2021-12-28,LQD,115.98,10534505
2021-12-28,GLD,170.53,5002896
2021-12-28,VNQ,85.55,6155286
2021-12-29,SPY,435.63,73031252
2021-12-29,QQQ,359.07,59506563
2021-12-29,IWM,182.54,54069617
2021-12-29,EFA,79.51,18644745
2021-12-29,TLT,100.98,16659329
2021-12-29,LQD,116.63,24757971
2021-12-29,GLD,173.58,6359692
2021-12-29,VNQ,85.78,2798245
2021-12-30,SPY,434.01,88575781
2021-12-30,QQQ,356.15,47514124
2021-12-30,IWM,179.44,30175881
2021-12-30,EFA,78.82,21500392
2021-12-30,TLT,99.91,17128338
2021-12-30,LQD,116.75,14966196
2021-12-30,GLD,173.25,8928309
2021-12-30,VNQ,83.63,3285319
2021-12-31,SPY,432.97,53514685
2021-12-31,QQQ,357.98,35380142
2021-12-31,IWM,177.06,25476508
2021-12-31,EFA,77.73,13132017
2021-12-31,TLT,100.42,39801872
2021-12-31,LQD,117.24,17137051
2021-12-31,GLD,170.31,10491547
2021-12-31,VNQ,83.48,6682909
2022-01-03,SPY,436.74,77309373
2022-01-03,QQQ,362.62,46251126
2022-01-03,IWM,178.2,35669148
2022-01-03,EFA,77.54,23067788
2022-01-03,TLT,99.93,18076917
2022-01-03,LQD,117.48,29756747
2022-01-03,GLD,170.18,9285180
2022-01-03,VNQ,83.75,3426552
2022-01-04,SPY,436.45,54480741
2022-01-04,QQQ,360.88,55911651
2022-01-04,IWM,178.83,21836994
2022-01-04,EFA,76.94,17741704
2022-01-04,TLT,99.18,19969328
2022-01-04,LQD,116.25,23251357
2022-01-04,GLD,168.89,12587412
2022-01-04,VNQ,83.98,6642161
2022-01-05,SPY,436.62,80289352
2022-01-05,QQQ,358.33,33677901
2022-01-05,IWM,177.76,25033782
2022-01-05,EFA,77.61,14940798
2022-01-05,TLT,99.9,14268318
2022-01-05,LQD,116.37,22285397
2022-01-05,GLD,173.24,8016969
2022-01-05,VNQ,84.94,2732550
2022-01-06,SPY,441.51,124837365
2022-01-06,QQQ,360.46,33546011
2022-01-06,IWM,178.55,42798842
2022-01-06,EFA,77.89,15977396
2022-01-06,TLT,99.7,20328228
2022-01-06,LQD,116.33,23021975
2022-01-06,GLD,174.16,9496088
2022-01-06,VNQ,85.36,5155739
2022-01-07,SPY,441.2,81630785
2022-01-07,QQQ,357.82,53516291
2022-01-07,IWM,176.57,23786773
2022-01-07,EFA,77.29,18061498
2022-01-07,TLT,99.94,15455112
2022-01-07,LQD,116.42,9887604
2022-01-07,GLD,174.62,8784802
2022-01-07,VNQ,85.65,6304843
2022-01-10,SPY,436.32,52255361
2022-01-10,QQQ,351.3,49366810
2022-01-10,IWM,172.58,22579969
2022-01-10,EFA,76.51,16339782
2022-01-10,TLT,101.79,29296196
2022-01-10,LQD,117.1,14202889
